Course,University,Department,Entry Requirements,URL
['MSc Data Science and its Applications'],['University of Essex'],"['School of Mathematics, Statistics and Actuarial Science']","['A 2:2 degree, or equivalent, in any discipline. ', ' ', 'We accept a wide range of qualifications from applicants studying in the EU and other countries. Get in touch with any questions you may have about the qualifications we accept. Remember to tell us about the qualifications you have already completed or are currently taking.']",https://www.findamasters.com/common/clickCount.aspx?theid=62560&type=211&did=1297&url=https%3a%2f%2fwww.essex.ac.uk%2fcourses%2fpg01404%2f1%2fmsc-data-science-and-its-applications%3futm_campaign%3dnn-pg-advertising-campaign-2233%26utm_source%3dfind-a-masters%26utm_medium%3dcourse-listing%26utm_content%3dmsc-data-science-and-its-applications
['MSc Applied Data Science'],['University of Essex'],"['School of Mathematics, Statistics and Actuarial Science']","['A 2:2 degree, or equivalent, in any discipline. ', ' ', 'We accept a wide range of qualifications from applicants studying in the EU and other countries. Get in touch with any questions you may have about the qualifications we accept. Remember to tell us about the qualifications you have already completed or are currently taking.']",https://www.findamasters.com/common/clickCount.aspx?theid=62558&type=211&did=1297&url=https%3a%2f%2fwww.essex.ac.uk%2fcourses%2fpg01389%2f1%2fmsc-applied-data-science%3futm_campaign%3dnn-pg-advertising-campaign-2231%26utm_source%3dfind-a-masters%26utm_medium%3dcourse-listing%26utm_content%3dmsc-applied-data-science
['MSc Data Science with Professional Placement'],['University of Essex'],"['School of Mathematics, Statistics and Actuarial Science']","['A 2:2 degree in one of the following subjects: Mathematics, Statistics, Operational research, Finance, Economics, Business Engineering, Computing, Biology, Physics or Chemistry. ', ' ', 'Applicants with a degree below a 2:2 or equivalent will be considered dependent on any relevant professional or voluntary experience, previous modules studied and/or personal statement. ', ' ', 'We accept a wide range of qualifications from applicants studying in the EU and other countries. Get in touch with any questions you may have about the qualifications we accept. Remember to tell us about the qualifications you have already completed or are currently taking.']",https://www.findamasters.com/common/clickCount.aspx?theid=52020&type=211&did=1297&url=https%3a%2f%2fwww.essex.ac.uk%2fcourses%2fpg00742%2f2%2fmsc-data-science%3futm_campaign%3dnn-pg-advertising-campaign-2144%26utm_source%3dfind-a-masters%26utm_medium%3dcourse-listing%26utm_content%3dmsc-data-science
['MSc Data Science and Artificial Intelligence'],['University of Liverpool'],['Department of Computer Science'],"['You will normally need a high 2:1 honours degree (65%), or above, or equivalent. This degree should be in a subject that’s not related to computer science. ', ' ', 'If you hold a bachelor’s degree or equivalent, but don’t meet our entry requirements, you could be eligible for a Pre-Master’s course. This is offered on campus at the University of Liverpool International College, in partnership with Kaplan International Pathways.']",https://www.findamasters.com/common/clickCount.aspx?theid=60628&type=211&did=913&url=https%3a%2f%2fwww.liverpool.ac.uk%2fcourses%2f2024%2fdata-science-and-artificial-intelligence-msc
['MSc Big Data and High Performance Computing'],['University of Liverpool'],['Department of Computer Science'],"['You will normally need a 2:1 honours degree, or above, or equivalent. This degree should be in computer science or a closely related subject. ', ' ', 'If you hold a bachelor’s degree or equivalent, but don’t meet our entry requirements, you could be eligible for a Pre-Master’s course. This is offered on campus at the University of Liverpool International College, in partnership with Kaplan International Pathways.']",https://www.findamasters.com/common/clickCount.aspx?theid=40682&type=211&did=913&url=https%3a%2f%2fwww.liverpool.ac.uk%2fcourses%2f2024%2fbig-data-and-high-performance-computing-msc
['Data Science MSc'],['Liverpool John Moores University'],['Faculty of Engineering and Technology'],"['- a minimum 2:2 in a numerate, scientific or computer-based subject ', '- an A level, or equivalent, in Mathematics at Grade C or more ', ' ', 'International requirements ', '- IELTS English language requirement: 6.5 (minimum 5.5 in each component) ', ' ', 'Further information ', '- RPL is accepted on this programme ', ' ', ' for further information']",https://www.findamasters.com/common/clickCount.aspx?theid=47575&type=211&did=3863&url=https%3a%2f%2fwww.ljmu.ac.uk%2fstudy%2fcourses%2fpostgraduates%2f35895-data-science-msc
['Data Science and Analytics MSc'],['University of Westminster'],['Data Science and Informatics'],"['A minimum of a lower second class honours degree (2:2) in a scientific or engineering discipline with some exposure to the use of IT, or in an area of computer science or IT with a strong interest in quantitative analysis. If you do not have a formal qualification, but you are already in employment, you may be considered if your role involves the data mining and decision support techniques and technologies deployed in the course. ', ' ', 'If your first language is not English you should have an IELTS 6.5 with at least 6.0 in writing.']",https://www.findamasters.com/common/clickCount.aspx?theid=71415&type=211&did=8442&url=https%3a%2f%2fwww.westminster.ac.uk%2fcomputer-science-and-engineering-data-science-and-informatics-courses%2f2023-24%2fseptember%2ffull-time%2fdata-science-and-analytics-msc
['Health Data Science (MSc)'],['University of St Andrews'],['School of Computer Science'],[],https://www.findamasters.com/common/clickCount.aspx?theid=70070&type=211&did=541&url=https%3a%2f%2fwww.st-andrews.ac.uk%2fsubjects%2finterdisciplinary%2fhealth-data-science-msc%2f
['MDS Master of Data Science (Social Analytics)'],['Durham University'],['Department of Computer Science'],"['A UK first or upper second class honours degree or equivalent in ANY degree that doesn’t include a strong data science component including those in social sciences, the arts and humanities, business, and sciences. ', ' ', 'Candidates with a degree in Social and Behavioural Sciences are strongly encouraged to apply.']",https://www.findamasters.com/common/clickCount.aspx?theid=68743&type=211&did=1411&url=https%3a%2f%2fwww.durham.ac.uk%2fstudy%2fcourses%2fmaster-of-data-science-social-analytics-g5p423%2f
['MDS Master of Data Science (Earth and Environment)'],['Durham University'],['Department of Computer Science'],"['A UK first or upper second class honours degree or equivalent in ANY degree that doesn’t include a strong data science component including those in social sciences, the arts and humanities, business, and sciences. ', ' ', 'Candidates with a degree in Geography, Earth or Environmental Sciences are strongly encouraged to apply.']",https://www.findamasters.com/common/clickCount.aspx?theid=68741&type=211&did=1411&url=https%3a%2f%2fwww.durham.ac.uk%2fstudy%2fcourses%2fmaster-of-data-science-earth-and-environment-g5p123%2f
['Data Science MSc'],['University of Wolverhampton'],"['School of Engineering, Computing and Mathematical Science']","['A lower second class honours degree in any discipline ', ' ', 'GCSE Grade 4 in Mathematics or equivalent. ', ' ', 'Alternatively ', ' ', 'Evidence of industrial experience in a relevant area will be considered. An interview process will also be utilised to verify suitability for the course for candidates with non-standard academic backgrounds but with demonstrable industry experience.']",https://www.findamasters.com/common/clickCount.aspx?theid=61980&type=211&did=8424&url=https%3a%2f%2fwww.wlv.ac.uk%2fcourses%2fmsc-data-science%2f
['MSc - Data Science & Artificial Intelligence'],['Bournemouth University'],['Faculty of Science & Technology'],"['A Bachelors Honours degree with 2:2 in a required subject, or equivalent. ', 'Required subject: Computing, Technology, Maths, Physics, Engineering, Data Sciences or Data Analytics']",https://www.findamasters.com/common/clickCount.aspx?theid=57238&type=211&did=2767&url=https%3a%2f%2fwww.bournemouth.ac.uk%2fstudy%2fcourses%2fmsc-data-science-artificial-intelligence%3futm_source%3dfindamasters%26utm_medium%3dcourselisting%26utm_campaign%3dpg-recruitment
['Data Science (2 years) - MSc'],['Heriot-Watt University'],['School of Mathematical and Computer Sciences'],"['Admission requires a good honours degree at UK 2:2 level (minimum), with evidence of numeracy and familiarity with a programming language. This programme is designed for students with a non-Computer Science background who would benefit from a foundational year to help them to make a successful transition into Data Science. Therefore students will only be recruited into Year 1 of this programme. There is no direct entry into Year 2 of this programme.']",https://www.findamasters.com/common/clickCount.aspx?theid=56404&type=211&did=4400&url=https%3a%2f%2fwww.hw.ac.uk%2fuk%2fstudy%2fpostgraduate%2fdata-science-2-years.htm
['Data Science - MSc'],['University of Glasgow'],['College of Science and Engineering'],"['A minimum of a 2:1 Honours degree or equivalent with Computing as a major subject. The normal requirement is for computing subjects to make up at least 50% of all subjects studied in final two years of the degree. ', ' ', 'This programme is not available to recent graduates who have been awarded an undergraduate degree in either Computing Science or Software Engineering from the University of Glasgow. ', ' ', ' for details.']",https://www.findamasters.com/common/clickCount.aspx?theid=32689&type=211&did=4813&url=https%3a%2f%2fwww.gla.ac.uk%2fpostgraduate%2ftaught%2fdatascience%2f%3futm_source%3dfind-a-masters%26utm_medium%3dprofile%26utm_campaign%3dmar-rec-pg%26utm_content%3ddata-science
['Big Data Analytics (MSc)'],['Sheffield Hallam University'],['Postgraduate Courses'],"['A good honours degree in computing, computer science, maths or statistics or other relevant areas or equivalent. ', ' ', ""We consider your application if you do not have a relevant degree but have at least one year's direct work experience in computing or a relevant area. You may also be able to claim credit points which can reduce the amount of time it takes to complete your qualification at Sheffield Hallam. "", ' ', 'Visit our website for more information.']",https://www.findamasters.com/common/clickCount.aspx?theid=29797&type=211&did=2021&url=https%3a%2f%2fwww.shu.ac.uk%2fcourses%2fcomputing%2fmsc-big-data-analytics%2ffull-time%2f2023
